,location,total_sqft,bath,balcony,bhk,price
4346,Hebbal,1645.0,3.0,2.0,3,117.0
4347,Kengeri,1200.0,2.0,0.0,2,58.0
4348,Mysore Road,940.0,2.0,1.0,2,43.61
4349,KR Puram,4300.0,6.0,2.0,6,175.0
4350,Indira Nagar,1740.0,3.0,2.0,3,191.0
4351,Haralur Road,1194.0,2.0,2.0,2,47.0
4352,other,3761.0,3.0,2.0,3,650.0
4353,Dodda Nekkundi,1829.0,3.0,2.0,3,125.0
4354,Whitefield,1800.0,4.0,3.0,4,178.0
4355,Hebbal,1390.0,2.0,2.0,2,95.0
4356,Lakshminarayana Pura,1500.0,3.0,2.0,3,104.0
4357,Jakkur,1202.0,2.0,1.0,2,79.0
4358,Raja Rajeshwari Nagar,1350.0,4.0,3.0,4,340.0
4359,Whitefield,605.0,1.0,1.0,1,40.0
4360,Harlur,1331.0,2.0,1.0,2,88.0
4361,Margondanahalli,1200.0,2.0,0.0,2,69.0
4362,other,1150.0,2.0,0.0,2,250.0
4363,Sahakara Nagar,1200.0,2.0,1.0,2,136.0
4364,other,1800.0,2.0,0.0,2,300.0
4365,TC Palaya,1500.0,2.0,0.0,2,75.0
4366,Attibele,450.0,1.0,1.0,1,12.5
4367,other,1200.0,4.0,1.0,4,140.0
4368,Hennur Road,1341.0,2.0,1.0,2,95.0
4369,2nd Phase Judicial Layout,1350.0,2.0,2.0,3,47.25
4370,Tumkur Road,992.0,2.0,1.0,2,60.0
4371,Uttarahalli,1163.0,2.0,2.0,2,68.0
4372,Sarjapur  Road,1229.0,2.0,2.0,2,70.0
4373,other,600.0,2.0,2.0,2,39.0
4374,Electronic City Phase II,1219.0,2.0,1.0,2,61.26
4375,Raja Rajeshwari Nagar,1525.0,2.0,2.0,3,99.13
4376,Kasavanhalli,1147.0,2.0,1.0,2,60.0
4377,Akshaya Nagar,1412.0,2.0,3.0,3,88.0
4378,Nagarbhavi,1190.0,2.0,2.0,2,63.0
4379,other,1700.0,3.0,2.0,3,111.0
4380,Ramamurthy Nagar,1200.0,2.0,1.0,2,46.0
4381,Kengeri,400.0,2.0,1.0,1,25.0
4382,Yeshwanthpur,400.0,1.0,0.0,1,55.0
4383,Hennur Road,2700.0,3.0,2.0,3,150.0
4384,other,1780.0,3.0,0.0,3,110.0
4385,Kammanahalli,1200.0,2.0,2.0,2,80.0
4386,Margondanahalli,900.0,2.0,0.0,2,49.0
4387,Sarjapur,1830.0,3.0,1.0,3,88.0
4388,Uttarahalli,1065.0,2.0,1.0,2,42.59
4389,other,1080.0,3.0,2.0,3,149.0
4390,other,900.0,2.0,0.0,3,65.0
4391,Laggere,1500.0,1.0,0.0,1,60.0
4392,Sarjapur  Road,1711.0,3.0,1.0,3,110.0
4393,other,1200.0,3.0,2.0,4,160.0
4394,Chandapura,950.0,2.0,1.0,2,25.65
4395,Uttarahalli,1075.0,2.0,1.0,2,46.76
4396,Harlur,1752.12,3.0,2.0,3,133.0
4397,Hebbal,6000.0,8.0,0.0,8,220.0
4398,LB Shastri Nagar,665.0,1.0,2.0,1,32.0
4399,other,1200.0,3.0,1.0,3,190.0
4400,Marathahalli,1693.0,3.0,2.0,3,125.0
4401,other,2456.0,3.0,3.0,3,220.0
4402,Rajaji Nagar,2559.0,3.0,2.0,3,403.0
4403,Uttarahalli,1155.0,2.0,1.0,2,40.6
4404,other,1530.0,2.0,1.0,2,185.0
4405,other,840.0,1.0,1.0,1,150.0
4406,KR Puram,1200.0,2.0,1.0,2,42.0
4407,Kasavanhalli,1375.0,2.0,2.0,2,72.0
4408,BTM 2nd Stage,2990.0,5.0,3.0,5,416.0
4409,Yelahanka,1315.0,2.0,3.0,2,75.0
4410,Dommasandra,1500.0,2.0,0.0,2,40.0
4411,Yelahanka,3600.0,6.0,1.0,6,200.0
4412,Vijayanagar,1178.0,2.0,3.0,2,82.0
4413,Thanisandra,1093.0,2.0,2.0,2,72.0
4414,Horamavu Banaswadi,1200.0,2.0,1.0,2,45.0
4415,Magadi Road,5000.0,6.0,1.0,5,360.0
4416,1st Block Jayanagar,1200.0,2.0,0.0,3,130.0
4417,Whitefield,2210.0,3.0,2.0,3,156.0
4418,Uttarahalli,1150.0,2.0,2.0,2,70.0
4419,Whitefield,1173.0,2.0,1.0,2,78.2
4420,other,1717.0,3.0,3.0,3,120.0
4421,Electronics City Phase 1,1025.0,2.0,1.0,2,90.0
4422,Bellandur,1200.0,2.0,1.0,2,52.0
4423,Whitefield,1740.0,4.0,3.0,3,130.0
4424,Hennur Road,1232.0,2.0,1.0,2,88.0
4425,Chandapura,1200.0,2.0,1.0,2,36.0
4426,Whitefield,5924.0,4.0,3.0,4,625.0
4427,other,1475.0,2.0,2.0,2,171.0
4428,5th Phase JP Nagar,552.0,1.0,1.0,1,23.5
4429,Hennur,1000.0,3.0,1.0,3,130.0
4430,other,650.0,1.0,0.0,1,16.0
4431,Padmanabhanagar,1067.0,2.0,2.0,2,52.0
4432,Sarjapur,1364.0,2.0,2.0,3,56.0
4433,Bannerghatta Road,1240.0,2.0,1.0,2,71.0
4434,Hulimavu,1200.0,2.0,0.0,2,75.0
4435,other,1504.0,2.0,2.0,3,102.0
4436,Hennur Road,2365.0,4.0,2.0,3,175.0
4437,Sarjapura - Attibele Road,1308.0,2.0,2.0,2,37.0
4438,Vijayanagar,864.0,2.0,0.0,2,45.0
4439,Hebbal,1333.0,2.0,1.0,2,100.0
4440,other,1800.0,4.0,1.0,4,145.0
4441,Thanisandra,1698.0,3.0,2.0,3,107.0
4442,Raja Rajeshwari Nagar,1060.0,2.0,1.0,2,48.0
4443,Hennur,1160.0,2.0,1.0,2,49.0
4444,Hennur Road,1310.0,2.0,1.0,2,66.0
4445,Vijayanagar,1806.0,6.0,1.0,6,370.0
4446,Varthur,2145.0,3.0,2.0,3,165.0
4447,Marathahalli,1693.0,3.0,1.0,3,125.0
4448,Devanahalli,1200.0,3.0,1.0,3,145.0
4449,Munnekollal,1385.0,2.0,2.0,3,66.5
4450,Tumkur Road,1066.0,2.0,2.0,2,52.5
4451,other,1625.0,3.0,3.0,3,92.0
4452,Vittasandra,1246.0,2.0,1.0,2,67.4
4453,other,2400.0,4.0,3.0,4,250.0
4454,7th Phase JP Nagar,1000.0,2.0,1.0,2,70.65
4455,Nagavarapalya,907.0,2.0,2.0,2,38.0
4456,Varthur,1395.0,2.0,3.0,3,79.0
4457,Banaswadi,1903.0,6.0,2.0,5,140.0
4458,other,1490.0,2.0,1.0,3,92.0
4459,Hormavu,1143.0,2.0,1.0,2,53.0
4460,Karuna Nagar,2500.0,3.0,2.0,3,190.0
4461,Whitefield,1216.0,2.0,1.0,2,75.0
4462,Prithvi Layout,1352.0,3.0,1.0,2,93.0
4463,Bellandur,1785.0,3.0,2.0,3,120.0
4464,Pai Layout,810.0,2.0,2.0,2,34.5
4465,Banashankari Stage V,1650.0,3.0,2.0,3,51.98
4466,Babusapalaya,1410.0,2.0,3.0,3,65.0
4467,Kanakpura Road,1591.0,3.0,1.0,3,122.0
4468,Yelahanka New Town,450.0,1.0,0.0,1,16.0
4469,Kaggadasapura,1240.0,2.0,3.0,2,45.0
4470,Dodda Nekkundi,1100.0,2.0,1.0,2,41.16
4471,Koramangala,1180.0,2.0,1.0,2,128.0
4472,Bisuvanahalli,845.0,2.0,1.0,2,33.0
4473,other,1567.2,2.0,0.0,3,190.0
4474,8th Phase JP Nagar,1200.0,4.0,1.0,4,140.0
4475,Kambipura,883.0,2.0,1.0,2,37.0
4476,Rachenahalli,1050.0,2.0,2.0,2,55.5
4477,Yelahanka,1390.0,2.0,2.0,2,70.21
4478,Kenchenahalli,1280.0,2.0,2.0,3,69.0
4479,Yelahanka,1614.0,3.0,2.0,3,95.0
4480,Kasturi Nagar,1000.0,2.0,0.0,2,58.0
4481,Marathahalli,1196.0,2.0,2.0,2,57.9
4482,Ambalipura,950.0,2.0,1.0,2,31.95
4483,5th Phase JP Nagar,1200.0,2.0,2.0,2,51.0
4484,Doddathoguru,855.0,2.0,1.0,2,32.0
4485,Chandapura,645.0,1.0,1.0,1,16.45
4486,Chandapura,922.0,2.0,1.0,2,36.0
4487,7th Phase JP Nagar,1070.0,2.0,2.0,2,42.0
4488,other,860.0,2.0,2.0,2,65.5
4489,Yelahanka,1075.0,1.0,0.0,1,19.5
4490,Sarjapur  Road,1050.0,2.0,1.0,2,63.5
4491,Marathahalli,1595.0,3.0,2.0,3,88.0
4492,Sarjapur  Road,1350.0,2.0,2.0,2,102.0
4493,Hebbal,1204.0,2.0,2.0,2,45.0
4494,ITPL,1000.0,2.0,1.0,2,29.95
4495,Sarjapur  Road,1457.0,3.0,3.0,3,85.0
4496,Haralur Road,1194.0,2.0,2.0,2,47.0
4497,Bannerghatta,1100.0,2.0,1.0,2,66.0
4498,Whitefield,1655.0,3.0,3.0,3,120.0
4499,Kanakpura Road,1691.2,3.0,1.0,3,115.0
4500,Ramagondanahalli,1215.0,2.0,1.0,2,46.1
4501,Hoodi,1639.0,3.0,2.0,3,129.0
4502,Sarjapur  Road,1685.0,3.0,1.0,3,135.0
4503,Hormavu,1100.0,2.0,3.0,2,38.0
4504,Marathahalli,2122.0,3.0,2.0,3,125.0
4505,Vasanthapura,1050.0,2.0,2.0,2,47.0
4506,Electronic City Phase II,1252.0,2.0,3.0,3,65.0
4507,other,1374.0,2.0,2.0,3,88.0
4508,8th Phase JP Nagar,500.0,1.0,1.0,1,30.0
4509,Hebbal,1355.0,3.0,2.0,3,83.87
4510,Banashankari,1040.0,2.0,3.0,2,45.0
4511,Sarjapur  Road,1350.0,2.0,2.0,2,68.0
4512,Haralur Road,1560.0,3.0,1.0,3,90.0
4513,Anandapura,1151.0,2.0,1.0,2,43.16
4514,Hennur Road,1015.0,2.0,2.0,2,50.0
4515,Kadugodi,1351.0,2.0,2.0,3,78.0
4516,Yelahanka New Town,960.0,2.0,2.0,2,50.0
4517,Arekere,2400.0,3.0,1.0,3,180.0
4518,Horamavu Banaswadi,1254.0,2.0,2.0,2,47.0
4519,Haralur Road,1255.0,3.0,2.0,3,115.0
4520,CV Raman Nagar,1051.0,2.0,3.0,2,61.0
4521,other,1200.0,3.0,1.0,3,205.0
4522,Uttarahalli,1099.0,2.0,2.0,2,65.0
4523,Hebbal,2650.0,4.0,3.0,3,199.0
4524,other,2000.0,2.0,1.0,4,160.0
4525,Yeshwanthpur,1541.0,2.0,2.0,2,130.0
4526,Sarjapur  Road,1200.0,3.0,2.0,3,70.0
4527,other,834.0,1.0,1.0,1,62.0
4528,Gollarapalya Hosahalli,1320.0,3.0,2.0,3,60.0
4529,Malleshpalya,1200.0,3.0,1.0,3,149.0
4530,Whitefield,4400.0,5.0,2.0,4,500.0
4531,other,600.0,1.0,0.0,1,52.0
4532,Whitefield,1180.0,2.0,2.0,2,70.0
4533,Kadugodi,1010.0,2.0,1.0,2,50.0
4534,Channasandra,1070.0,2.0,1.0,2,38.0
4535,Choodasandra,1580.0,3.0,3.0,3,105.0
4536,Iblur Village,1920.0,3.0,2.0,3,130.0
4537,Kalena Agrahara,1040.0,2.0,2.0,2,45.0
4538,Hulimavu,1430.0,2.0,2.0,3,90.0
4539,Uttarahalli,1215.0,2.0,2.0,3,52.85
4540,Domlur,650.0,1.0,1.0,1,70.0
4541,Thanisandra,1564.0,3.0,1.0,3,105.0
4542,Hormavu,750.0,2.0,0.0,2,58.0
4543,Kasavanhalli,1200.0,2.0,2.0,2,60.0
4544,Raja Rajeshwari Nagar,1128.0,2.0,1.0,2,48.79
4545,Begur Road,1200.0,2.0,2.0,2,44.4
4546,other,2400.0,4.0,2.0,4,480.0
4547,Yelahanka,1650.0,3.0,3.0,3,105.0
4548,1st Block Jayanagar,1235.0,2.0,2.0,2,148.0
4549,Kengeri Satellite Town,985.0,2.0,2.0,2,42.0
4550,Gottigere,2500.0,3.0,2.0,4,120.0
4551,GM Palaya,1030.0,2.0,1.0,2,60.0
4552,Sarjapur  Road,3800.0,3.0,3.0,4,325.0
4553,Kasavanhalli,4260.0,4.0,2.0,4,333.0
4554,Brookefield,1950.0,6.0,3.0,5,175.0
4555,Kanakapura,1283.0,2.0,2.0,2,68.0
4556,other,2700.0,3.0,0.0,3,500.0
4557,Konanakunte,2400.0,2.0,3.0,3,180.0
4558,Kathriguppe,1250.0,2.0,2.0,3,68.75
4559,Panathur,1199.0,2.0,1.0,2,85.0
4560,other,1280.0,2.0,2.0,2,90.0
4561,1st Block Jayanagar,2750.0,4.0,0.0,4,413.0
4562,Yelachenahalli,1100.0,2.0,2.0,2,60.0
4563,other,2075.0,3.0,1.0,3,175.0
4564,Harlur,1133.0,2.0,1.0,2,55.0
4565,Somasundara Palya,2400.0,3.0,3.0,4,140.0
4566,Horamavu Agara,1250.0,3.0,2.0,3,65.0
4567,Munnekollal,1080.0,2.0,2.0,2,45.0
4568,Battarahalli,600.0,1.0,0.0,1,47.0
4569,other,1240.0,4.0,1.0,3,180.0
4570,Vittasandra,1246.0,2.0,1.0,2,67.3
4571,HSR Layout,1140.0,2.0,2.0,2,46.0
4572,Vidyaranyapura,1120.0,2.0,1.0,2,70.0
4573,Electronic City,435.0,1.0,1.0,1,22.0
4574,Magadi Road,1116.0,2.0,1.0,2,51.89
4575,Old Madras Road,1480.0,3.0,2.0,3,95.0
4576,Hormavu,1000.0,2.0,2.0,2,50.0
4577,HSR Layout,1145.0,2.0,2.0,2,46.0
4578,Bommasandra,800.0,1.0,1.0,2,32.0
4579,Thanisandra,1265.0,2.0,1.0,2,83.0
4580,Devanahalli,1700.0,3.0,0.0,3,88.2
4581,BTM 2nd Stage,1265.0,2.0,2.0,2,55.0
4582,Anandapura,1200.0,2.0,0.0,2,58.0
4583,1st Phase JP Nagar,2180.0,3.0,2.0,3,210.0
4584,Brookefield,1080.0,2.0,3.0,2,50.0
4585,Whitefield,2023.0,4.0,2.0,3,130.0
4586,Kalena Agrahara,1804.0,3.0,2.0,3,166.0
4587,other,1200.0,2.0,1.0,2,200.0
4588,Hoodi,1108.0,2.0,1.0,2,74.23
4589,Marathahalli,1730.0,3.0,2.0,3,115.0
4590,Sarjapura - Attibele Road,1073.0,2.0,2.0,2,31.77
4591,Ananth Nagar,960.0,2.0,3.0,2,37.0
4592,Electronic City Phase II,1125.0,2.0,1.0,2,32.49
4593,Brookefield,1230.0,2.0,3.0,2,55.0
4594,7th Phase JP Nagar,1080.0,2.0,2.0,2,75.0
4595,Marathahalli,1200.0,1.0,1.0,2,103.0
4596,Kaggadasapura,1560.0,2.0,3.0,3,72.0
4597,Mallasandra,1810.0,3.0,2.0,4,57.0
4598,other,2274.24,4.0,1.0,3,160.0
4599,Sonnenahalli,1484.0,3.0,1.0,3,74.18
4600,Indira Nagar,1650.0,3.0,3.0,3,220.0
4601,Thanisandra,2280.0,4.0,2.0,3,184.0
4602,Frazer Town,2079.0,3.0,3.0,3,220.0
4603,Bharathi Nagar,1351.0,2.0,2.0,2,74.0
4604,Whitefield,3589.0,5.0,0.0,4,400.0
4605,Channasandra,1800.0,4.0,1.0,4,300.0
4606,Sarjapur  Road,984.0,2.0,1.0,2,55.0
4607,other,900.0,3.0,1.0,2,105.0
4608,Bhoganhalli,1447.0,2.0,1.0,2,75.97
4609,Margondanahalli,1140.0,2.0,1.0,2,60.0
4610,Bommanahalli,1170.0,2.0,3.0,2,34.0
4611,Poorna Pragna Layout,1160.0,2.0,2.0,2,46.39
4612,Kanakpura Road,1296.0,2.0,1.0,2,89.0
4613,Bellandur,1088.0,2.0,2.0,2,48.0
4614,Hosa Road,1533.0,3.0,1.0,3,98.18
4615,Rachenahalli,1100.0,2.0,1.0,2,68.0
4616,Hosa Road,1040.0,2.0,1.0,2,68.59
4617,Begur Road,1260.0,2.0,1.0,2,39.69
4618,Uttarahalli,1180.0,2.0,1.0,2,41.3
4619,Thigalarapalya,1245.0,2.0,2.0,2,100.0
4620,other,470.0,2.0,1.0,1,10.0
4621,Vijayanagar,920.0,2.0,2.0,2,60.0
4622,Sarjapur,1124.0,2.0,1.0,2,30.35
4623,Begur Road,1100.0,2.0,1.0,2,71.42
4624,Vijayanagar,1019.0,2.0,1.0,2,58.0
4625,Harlur,1756.0,3.0,2.0,3,128.0
4626,Bommasandra,1280.0,3.0,1.0,3,50.0
4627,Kenchenahalli,1200.0,3.0,2.0,4,125.0
4628,Whitefield,2134.0,4.0,2.0,3,118.0
4629,Hosa Road,1369.1,2.0,1.0,2,98.0
4630,other,2515.0,4.0,3.0,3,155.0
4631,Hebbal,1800.0,3.0,2.0,3,140.0
4632,Kudlu,1600.0,3.0,3.0,3,79.0
4633,GM Palaya,1000.0,2.0,1.0,2,35.0
4634,Cunningham Road,2275.0,3.0,3.0,3,285.0
4635,Banashankari Stage III,1305.0,2.0,1.0,3,59.0
4636,Binny Pete,1740.0,3.0,1.0,3,150.0
4637,Malleshwaram,900.0,2.0,1.0,2,90.0
4638,Benson Town,1567.0,3.0,0.0,2,140.0
4639,Nagarbhavi,1050.0,2.0,1.0,2,80.0
4640,Begur,3500.0,4.0,2.0,3,185.0
4641,Dasarahalli,1220.0,2.0,2.0,2,52.0
4642,Binny Pete,1970.0,3.0,2.0,3,164.0
4643,other,2665.0,3.0,1.0,3,350.0
4644,Kanakapura,2130.0,4.0,0.0,4,120.0
4645,Harlur,1749.0,3.0,2.0,3,120.0
4646,Subramanyapura,1260.0,2.0,1.0,2,108.0
4647,6th Phase JP Nagar,1170.0,2.0,2.0,2,120.0
4648,Hennur Road,2264.0,3.0,2.0,3,168.0
4649,Begur,1100.0,2.0,2.0,2,55.0
4650,Chandapura,674.0,1.0,1.0,2,19.9
4651,Koramangala,1320.0,2.0,1.0,2,160.0
4652,Electronics City Phase 1,1125.0,2.0,2.0,2,65.0
4653,Nagavara,1125.0,2.0,2.0,2,44.5
4654,BTM Layout,1300.0,2.0,1.0,3,75.0
4655,Magadi Road,1052.0,2.0,1.0,3,60.0
4656, Devarachikkanahalli,1130.0,2.0,2.0,2,36.0
4657,BTM 2nd Stage,2200.0,3.0,3.0,3,220.0
4658,Gottigere,1230.0,2.0,2.0,3,52.0
4659,Haralur Road,1520.0,2.0,2.0,3,85.0
4660,Kanakpura Road,525.0,1.0,1.0,1,26.25
4661,Hosa Road,1040.0,2.0,1.0,2,61.0
4662,Old Airport Road,2690.0,4.0,3.0,4,201.0
4663,Domlur,780.0,1.0,1.0,1,70.0
4664,Panathur,1140.0,2.0,1.0,2,51.2
4665,Nagavarapalya,646.0,1.0,0.0,1,25.84
4666,Cox Town,1600.0,3.0,1.0,3,150.0
4667,Kadugodi,1890.0,4.0,3.0,3,125.0
4668,Kadugodi,1050.0,2.0,1.0,2,34.0
4669,Green Glen Layout,1970.0,3.0,2.0,3,160.0
4670,Balagere,1007.0,2.0,1.0,2,67.0
4671,Doddathoguru,1105.0,2.0,1.0,2,50.0
4672,Lakshminarayana Pura,1700.0,3.0,3.0,3,150.0
4673,Raja Rajeshwari Nagar,1170.0,2.0,3.0,2,50.0
4674,Chandapura,1080.0,2.0,3.0,2,45.0
4675,Ramamurthy Nagar,1200.0,2.0,1.0,2,57.9
4676,KR Puram,1040.0,2.0,2.0,2,50.0
4677,Hosur Road,1085.0,2.0,2.0,2,33.7
4678,NRI Layout,2150.0,4.0,2.0,4,115.0
4679,Panathur,1210.0,2.0,1.0,2,77.0
4680,Iblur Village,1920.0,3.0,2.0,3,150.0
4681,Mysore Road,947.55,2.0,1.0,2,80.0
4682,Malleshpalya,1421.0,2.0,1.0,2,90.0
4683,Whitefield,905.0,1.0,1.0,1,60.0
4684,Hormavu,3500.0,4.0,1.0,4,289.0
4685,other,2400.0,5.0,2.0,6,300.0
4686,Kumaraswami Layout,2600.0,4.0,0.0,4,325.0
4687,Anjanapura,950.0,2.0,0.0,2,32.0
4688,Banashankari Stage III,1304.0,2.0,0.0,2,111.0
4689,7th Phase JP Nagar,2100.0,3.0,2.0,3,200.0
4690,Budigere,1636.0,3.0,2.0,3,85.0
4691,Green Glen Layout,1728.0,3.0,2.0,3,125.0
4692,7th Phase JP Nagar,1680.0,3.0,3.0,3,125.0
4693,other,1235.0,2.0,1.0,2,140.0
4694,Yelahanka,3990.0,4.0,1.0,4,260.0
4695,Kasavanhalli,1495.0,2.0,2.0,2,83.0
4696,Hennur Road,1500.0,5.0,1.0,5,175.0
4697,Kanakpura Road,381.0,1.0,0.0,1,28.0
4698,other,3301.8,5.0,2.0,4,570.0
4699,Hennur Road,2002.0,3.0,2.0,3,120.0
4700,other,3200.0,3.0,0.0,3,260.0
4701,Banjara Layout,1200.0,2.0,2.0,2,70.0
4702,Sarjapur  Road,1500.0,3.0,0.0,4,235.0
4703,other,660.0,1.0,0.0,1,95.0
4704,other,1450.0,3.0,2.0,3,90.0
4705,Old Madras Road,1210.0,2.0,1.0,2,80.0
4706,Yelahanka,1620.0,3.0,2.0,3,90.0
4707,Choodasandra,3204.0,4.0,3.0,3,395.0
4708,Hebbal Kempapura,3408.0,3.0,3.0,3,260.0
4709,Marathahalli,1314.0,2.0,3.0,2,55.0
4710,Bisuvanahalli,945.0,2.0,1.0,2,33.0
4711,Kanakpura Road,1603.0,3.0,3.0,3,113.0
4712,Kengeri,1230.0,2.0,2.0,3,52.0
4713,other,670.0,1.0,1.0,1,50.0
4714,Electronic City,770.0,1.0,1.0,2,39.9
4715,Varthur,1085.0,2.0,1.0,2,45.0
4716,other,1893.0,3.0,2.0,3,115.0
4717,Electronics City Phase 1,1550.0,2.0,2.0,3,82.0
4718,Badavala Nagar,1494.0,2.0,2.0,3,94.55
4719,Electronic City Phase II,1286.0,2.0,2.0,2,69.0
4720,Haralur Road,1243.0,2.0,2.0,2,45.0
4721,Brookefield,1200.0,2.0,2.0,2,75.0
4722,Sarjapur,1044.0,2.0,2.0,2,32.0
4723,7th Phase JP Nagar,1040.0,2.0,1.0,2,41.59
4724,8th Phase JP Nagar,1125.0,2.0,2.0,2,36.94
4725,Cunningham Road,3489.0,3.0,1.0,3,662.0
4726,Vijayanagar,2400.0,6.0,3.0,5,125.0
4727,Lakshminarayana Pura,1210.0,2.0,2.0,2,75.0
4728,8th Phase JP Nagar,1200.0,3.0,2.0,4,110.0
4729,Raja Rajeshwari Nagar,1185.0,2.0,1.0,2,51.15
4730,Kalena Agrahara,1450.0,3.0,3.0,3,100.0
4731,Old Madras Road,1859.0,3.0,2.0,3,121.0
4732,Rajaji Nagar,1763.0,3.0,2.0,2,262.0
4733,other,1200.0,2.0,2.0,3,100.0
4734,Thanisandra,784.0,1.0,0.0,1,35.285
4735,Kudlu,1027.0,2.0,2.0,2,42.0
4736,Uttarahalli,1002.0,2.0,1.0,2,40.08
4737,Uttarahalli,1002.0,2.0,1.0,2,40.08
4738,Narayanapura,1308.0,2.0,1.0,2,89.04
4739,Hennur Road,1232.0,2.0,1.0,2,69.6
4740,Haralur Road,1027.0,2.0,2.0,2,44.0
4741,Kalyan nagar,1250.0,2.0,2.0,2,65.0
4742,Raja Rajeshwari Nagar,1255.0,2.0,1.0,2,53.87
4743,Akshaya Nagar,1434.0,3.0,3.0,3,84.0
4744,Doddathoguru,925.0,2.0,2.0,2,30.0
4745,Jakkur,1858.0,3.0,1.0,3,123.0
4746,other,1500.0,3.0,2.0,3,90.0
4747,other,1200.0,3.0,2.0,3,200.0
4748,Mysore Road,1020.0,2.0,2.0,2,48.95
4749,Thanisandra,965.0,2.0,1.0,2,56.0
4750,7th Phase JP Nagar,1800.0,6.0,3.0,5,270.0
4751,Battarahalli,1636.0,2.0,2.0,2,82.89
4752,Kundalahalli,1724.0,3.0,1.0,3,125.0
4753,Yelahanka,654.0,1.0,1.0,1,36.25
4754,Budigere,1636.0,3.0,2.0,3,92.0
4755,Hennur Road,1195.0,2.0,2.0,2,73.0
4756,Nagavara,2400.0,3.0,3.0,3,251.0
4757,Thanisandra,1546.0,3.0,1.0,3,95.0
4758,Indira Nagar,1440.0,3.0,1.0,3,275.0
4759,Indira Nagar,1475.0,2.0,2.0,2,171.0
4760,other,375.0,1.0,0.0,1,26.0
4761,Balagere,1007.0,2.0,1.0,2,66.0
4762,Hennur Road,1020.0,2.0,3.0,2,47.0
4763,other,1000.0,2.0,0.0,2,150.0
4764,other,800.0,3.0,1.0,2,59.5
4765,Marathahalli,1125.0,2.0,3.0,2,55.0
4766,Whitefield,2850.0,5.0,0.0,4,240.0
4767,Kadugodi,1152.0,2.0,2.0,2,61.0
4768,Subramanyapura,958.0,2.0,1.0,2,34.49
4769,Bellandur,1310.0,2.0,2.0,2,85.0
4770,Hosur Road,1590.0,2.0,2.0,3,126.0
4771,Green Glen Layout,1645.0,3.0,2.0,3,110.0
4772,Thanisandra,1795.0,3.0,2.0,3,150.0
4773,8th Phase JP Nagar,1100.0,2.0,3.0,2,35.0
4774,Thanisandra,777.0,1.0,0.0,1,38.535
4775,other,925.0,2.0,2.0,2,70.0
4776,Bommanahalli,1020.0,2.0,2.0,2,55.0
4777,Electronic City Phase II,1140.0,2.0,1.0,2,32.92
4778,Anekal,967.0,2.0,1.0,3,45.0
4779,Hebbal,2470.0,4.0,2.0,4,203.0
4780,Thanisandra,1697.0,3.0,2.0,3,110.0
4781,Varthur,1250.0,2.0,2.0,2,47.0
4782,Gottigere,1120.0,2.0,2.0,2,50.0
4783,NRI Layout,1200.0,4.0,0.0,4,95.0
4784,other,2400.0,3.0,2.0,4,480.0
4785,Hebbal,1200.0,2.0,1.0,2,52.0
4786,7th Phase JP Nagar,1100.0,2.0,1.0,2,44.0
4787, Devarachikkanahalli,1417.0,2.0,2.0,3,76.0
4788,Thanisandra,1492.0,3.0,1.0,3,88.0
4789,Devanahalli,1498.0,3.0,3.0,3,79.15
4790,other,3500.0,2.0,1.0,4,350.0
4791,Kundalahalli,1010.0,2.0,1.0,2,48.27
4792,Hennur,1255.0,2.0,2.0,2,53.5
4793,Channasandra,1050.0,2.0,1.0,2,35.0
4794,Hegde Nagar,1847.0,3.0,2.0,3,125.0
4795,Bellandur,982.0,2.0,2.0,2,37.28
4796,Hegde Nagar,2144.6,4.0,2.0,3,145.0
4797,Kengeri,750.0,2.0,1.0,2,36.5
4798,Tindlu,1180.0,2.0,2.0,2,52.0
4799,other,2100.0,4.0,2.0,3,255.0
4800,Haralur Road,1194.0,2.0,2.0,2,46.0
4801,Thanisandra,2072.0,3.0,2.0,3,122.0
4802,Rajaji Nagar,1640.0,3.0,3.0,3,220.0
4803,Kaikondrahalli,1253.0,2.0,2.0,2,81.5
4804,Hennur Road,1061.0,2.0,1.0,2,54.92
4805,Marathahalli,1950.0,3.0,2.0,3,115.0
4806,Marathahalli,1250.0,2.0,2.0,2,68.0
4807,Kammasandra,1015.0,2.0,2.0,2,37.0
4808,Marathahalli,1125.0,2.0,2.0,2,56.8
4809,Electronic City Phase II,1116.0,2.0,2.0,2,40.0
4810,other,400.0,1.0,0.0,1,35.0
4811,Kasavanhalli,4000.0,4.0,2.0,4,325.0
4812,Hebbal,3900.0,4.0,2.0,4,410.0
4813,Old Madras Road,1300.0,2.0,2.0,2,100.0
4814,Raja Rajeshwari Nagar,1419.0,2.0,1.0,2,60.42
4815,Thigalarapalya,2072.0,4.0,2.0,3,152.0
4816,Kaggadasapura,1240.0,2.0,1.0,2,58.58
4817,Chamrajpet,1565.0,3.0,2.0,3,98.91
4818,Hosa Road,1245.0,2.0,1.0,2,62.0
4819,GM Palaya,1315.0,3.0,1.0,3,65.0
4820,Kenchenahalli,1410.0,2.0,2.0,3,73.0
4821,Dasarahalli,1375.0,2.0,1.0,2,60.0
4822,Old Madras Road,1299.0,2.0,2.0,2,95.0
4823,Bommasandra Industrial Area,1200.0,3.0,0.0,2,45.0
4824,other,985.0,2.0,1.0,2,156.0
4825,other,2400.0,5.0,3.0,4,180.0
